Title,Authors,Year,Publisher,Citations,Link
Effective heart disease prediction using hybrid machine learning techniques,"M Anjaneyulu, DP Degala, P Devika… ",2023, pubs,6,https://pubs.aip.org/aip/acp/article-abstract/2492/1/030070/2892115
Heart Disease Prediction based on Machine learning Technique,"A Hafiz, N Kaur ",2023, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10150023/
Cardiovascular disease prediction using machine learning models,"A Nikam, S Bhandari, A Mhaske… ",2020, ieeexplore,64,https://ieeexplore.ieee.org/abstract/document/9362367/
 HEART DISEASE PREDICTION USING DATA MINING TECHNIQUES.,"H David, SA Belcy ",2018, ictactjournals,89,https://ictactjournals.in/paper/IJSC_Vol_9_Iss_1_Paper_7_1824_1830.pdf
Heart disease prediction using machine learning,"H Kamal, MZ Hussain, MZ Hasan… ",2024, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10842908/
Machine Learning and Deep Neural Network Techniques for Heart Disease Prediction,"S Rahman, MM Hasan… ",2022, ieeexplore,8,https://ieeexplore.ieee.org/abstract/document/10055902/
Machine learning based cardiovascular disease prediction,"P Chinnasamy, SA Kumar, V Navya, KL Priya… ",2022, Elsevier,19,https://www.sciencedirect.com/science/article/pii/S2214785322030851
… bi-directional long short-term memory and hyperparameter tuning of supervised machine learning models for cardiovascular heart disease prediction in mobile cloud …,"YK Saheed, TT Salau",2024, Elsevier,22,https://www.sciencedirect.com/science/article/pii/S174680942400377X
 Early heart disease prediction using feature engineering and machine learning algorithms,"MA Bouqentar, O Terrada, S Hamida, S Saleh… ",2024, cell,3,https://www.cell.com/heliyon/fulltext/S2405-8440(24)14762-7
Predicting heart disease using hybrid machine learning model,"G Renugadevi, GA Priya, BD Sankari… ",2021, iopscience,13,https://iopscience.iop.org/article/10.1088/1742-6596/1916/1/012208/meta
Prediction of heart disease using machine learning algorithms,"MJN Nayeem, S Rana, MR Islam ",2022,ai,19,https://ej-ai.org/index.php/ejai/article/view/13
 Predictive data mining for medical diagnosis: An overview of heart disease prediction,"J Soni, U Ansari, D Sharma, S Soni ",2011, academia,1033,https://www.academia.edu/download/79534142/5a18f6653b56138cd5196d20e2f39de189e3.pdf
 A systematic review and analysis of the heart disease prediction methodology,"AK Dubey, K Choudhary ",2018, academia,12,https://www.academia.edu/download/82790330/3.pdf
A clinical data analysis based diagnostic systems for heart disease prediction using ensemble method,"A Kumar, KU Singh, M Kumar ",2023, ieeexplore,25,https://ieeexplore.ieee.org/abstract/document/10233243/
A review of feature selection and classification approaches for heart disease prediction,"FF Firdaus, HA Nugroho, I Soesanti ",2021, journal,21,https://journal.ugm.ac.id/ijitee/article/view/59193
 Heart disease prediction using machine learning,"K Bharathi, MUN Bhagyasri… ",2021, pdfs,6,https://pdfs.semanticscholar.org/a916/e1aa54525f681462a8c5353c22cdc0d1ffe0.pdf
Heart disease prediction using machine learning,"J Kiran, N Debbarma, S Ganjala ",2022, Springer,5,https://link.springer.com/chapter/10.1007/978-981-19-7513-4_24
Implementation of machine learning model to predict heart failure disease,FS Alotaibi ,2019, search,319,https://search.proquest.com/openview/1d045d9c46ce2917e06efe7f3c92d5e5/1?pq-origsite=gscholar&cbl=5444811
Predicting the heart disease using machine learning techniques,S Goyal ,2022, Springer,20,https://link.springer.com/chapter/10.1007/978-981-19-5224-1_21
Heart disease prediction under machine learning and association rules under neutrosophic environment,AA El,2023, sciencesforce,5,https://sciencesforce.com/index.php/nswa/article/view/165
Effective Heart-Disease Prediction by Using Hybrid Machine Learning Technique,"KM Shiwangi, JK Sandhu… ",2023, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10245785/
Effective prediction of heart disease using data mining and machine learning: A review,"S Verma, A Gupta ",2021, ieeexplore,14,https://ieeexplore.ieee.org/abstract/document/9395963/
 Prediction of heart disease using machine learning algorithms,"A Pandita, S Vashisht, A Tyagi… ",2021, academia,32,https://www.academia.edu/download/77061753/pp.pdf
 Cardiovascular disease prediction model using machine learning algorithms,S Arunachalam ,2020, academia,22,https://www.academia.edu/download/63921523/IJRASET20200714-81289-1u8ksxq.pdf
Heart disease prediction using feature selection and ensemble learning techniques,"A Lakshmanarao, A Srisaila… ",2021, ieeexplore,47,https://ieeexplore.ieee.org/abstract/document/9388482/
Comparative analysis of various techniques for heart disease prediction,"S Goel, A Deep, S Srivastava… ",2019, ieeexplore,38,https://ieeexplore.ieee.org/abstract/document/9036290/
Analysis of data mining techniques for heart disease prediction,"M Sultana, A Haider, MS Uddin ",2016, ieeexplore,152,https://ieeexplore.ieee.org/abstract/document/7873142/
HDPF: heart disease prediction framework based on hybrid classifiers and genetic algorithm,"SEA Ashri, MM El",2021, ieeexplore,62,https://ieeexplore.ieee.org/abstract/document/9585496/
 An analysis of heart disease prediction using different data mining techniques,"N Bhatla, K Jyoti ",2012, academia,286,https://www.academia.edu/download/32129879/IJERTV1IS8282.pdf
Heart disease prediction using Machine learning and cardiovascular therapeutics development using molecular intelligence simulations: A perspective review,"BS Chhikara, R Kumar, J Singh… ",2024, pubs,4,https://pubs.thesciencein.org/journal/index.php/btl/article/view/a920
A comparative study on heart disease prediction using data mining techniques and feature selection,"F Tasnim, SU Habiba ",2021, ieeexplore,51,https://ieeexplore.ieee.org/abstract/document/9331158/
An investigation of heart disease prediction techniques,"G Shanmugasundaram, VM Selvam… ",2018, ieeexplore,25,https://ieeexplore.ieee.org/abstract/document/8541165/
 An Effective Machine Learning‐Based Model for an Early Heart Disease Prediction,"PC Bizimana, Z Zhang, M Asim… ",2023, Wiley Online Library,24,https://onlinelibrary.wiley.com/doi/abs/10.1155/2023/3531420
Heart disease prediction and analysis using ensemble architecture,"R Jani, MSI Shanto, MM Kabir… ",2022, ieeexplore,23,https://ieeexplore.ieee.org/abstract/document/9765237/
 Using machine learning to predict heart disease,"N Bora, S Gutta, A Hadaegh ",2021, wseas,15,https://www.wseas.com/journals/bab/2022/a025108-001(2022).pdf
HDPM: an effective heart disease prediction model for a clinical decision support system,"NL Fitriyani, M Syafrudin, G Alfian, J Rhee ",2020, ieeexplore,352,https://ieeexplore.ieee.org/abstract/document/9144587/
 MLP-PSO hybrid algorithm for heart disease prediction,"A Al Bataineh, S Manacek ",2022, mdpi,112,https://www.mdpi.com/2075-4426/12/8/1208
A review of commonly used machine learning classifiers in heart disease prediction,"AM Tushar, A Wazed, E Shawon… ",2022, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10001742/
 Comparison of heart disease prediction using different machine learning algorithms,AK Dass ,2023, researchgate,6,https://www.researchgate.net/profile/Ashish-Dass/publication/368364584_Comparison_of_Heart_Disease_Prediction_Using_different_Machine_Learning_Algorithms/links/63e4b60864252375639d694a/Comparison-of-Heart-Disease-Prediction-Using-different-Machine-Learning-Algorithms.pdf
Cardiovascular disease prediction using machine learning,"K Prajwal, K Tharun, P Navaneeth ",2022, ieeexplore,10,https://ieeexplore.ieee.org/abstract/document/9744199/
Comparative Analysis of Machine Learning Classifiers for Heart Disease Prediction in Cloud Environment,"P Singh, DP Singh ",2023, ieeexplore,8,https://ieeexplore.ieee.org/abstract/document/10112564/
An efficient convolutional neural network for coronary heart disease prediction,"A Dutta, T Batabyal, M Basu, ST Acton ",2020, Elsevier,267,https://www.sciencedirect.com/science/article/pii/S0957417420302323
Heart disease prediction using enhanced machine learning techniques,"ID Mienye, Y Sun ",2022, taylorfrancis,5,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003286745-5/heart-disease-prediction-using-enhanced-machine-learning-techniques-ibomoiye-domor-mienye-yanxia-sun
 ANFIS based classification model for heart disease prediction,"N Ziasabounchi, I Askerzade ",2014, Citeseer,86,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b04a43eb6f0c8affd6bfdf49f1d4da08698fc4be
Machine learning model matters its accuracy: a comparative study of ensemble learning and automl using heart disease prediction,"Y Rimal, S Paudel, N Sharma, A Alsadoon ",2024, Springer,8,https://link.springer.com/article/10.1007/s11042-023-16380-z
 Heart disease prediction by using novel optimization algorithm: A supervised learning prospective,"SP Patro, GS Nayak, N Padhy ",2021, Elsevier,99,https://www.sciencedirect.com/science/article/pii/S2352914821001805
Heart disease prediction using data mining techniques,"CM Wu, M Badshah, V Bhagwat ",2019, dl,52,https://dl.acm.org/doi/abs/10.1145/3352411.3352413
 A heart disease prediction model using decision tree,"AK Pandey, P Pandey, KL Jaiswal, AK Sen ",2013, Citeseer,65,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=22b5100b7a51cfbb30559457d385070bfd4b1083
 Effectively predicting the presence of coronary heart disease using machine learning classifiers,"CAU Hassan, J Iqbal, R Irfan, S Hussain, AD Algarni… ",2022, mdpi,87,https://www.mdpi.com/1424-8220/22/19/7227
Towards application of machine learning in classification and prediction of heart disease,"GS Sajja, M Mustafa, K Phasinam… ",2021, ieeexplore,31,https://ieeexplore.ieee.org/abstract/document/9532940/
 An Improved Ensemble Learning Approach for Heart Disease Prediction Using Boosting Algorithms.,"SM Ganie, PKD Pramanik, MB Malik… ",2023, researchgate,54,https://www.researchgate.net/profile/Anand-Nayyar/publication/368190955_An_Improved_Ensemble_Learning_Approach_for_Heart_Disease_Prediction_Using_Boosting_Algorithms/links/6462ee2ef43b8a29ba528495/An-Improved-Ensemble-Learning-Approach-for-Heart-Disease-Prediction-Using-Boosting-Algorithms.pdf
A clinical decision support system for heart disease prediction using deep learning,"AA Almazroi, EA Aldhahri, S Bashir, S Ashfaq ",2023, ieeexplore,61,https://ieeexplore.ieee.org/abstract/document/10148957/
Enhancing the accuracy and explainability of heart disease prediction models through interpretable machine learning techniques,"OM Moushi, N Ara, M Helaluddin… ",2023, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10303572/
A hybrid model for heart disease prediction using recurrent neural network and long short term memory,"GS Bhavekar, AD Goswami ",2022, Springer,56,https://link.springer.com/article/10.1007/s41870-022-00896-y
Machine learning algorithms with ROC curve for predicting and diagnosing the heart disease,"NB Muppalaneni, M Ma, S Gurumoorthy… ",2019, Springer,157,https://link.springer.com/chapter/10.1007/978-981-13-0059-2_8
 Improving heart disease prediction using random forest and adaboost algorithms,"H El Hamdaoui, S Boujraf, NEH Chaoui, B Alami… ",2021, academia,32,https://www.academia.edu/download/93803046/10233.pdf
Early heart disease prediction using ensemble learning techniques,"KR Chowdary, P Bhargav, N Nikhil… ",2022, iopscience,17,https://iopscience.iop.org/article/10.1088/1742-6596/2325/1/012051/meta
Multi disease prediction model by using machine learning and Flask API,A Yaganteeswarudu ,2020, ieeexplore,87,https://ieeexplore.ieee.org/abstract/document/9137896/
The Use of Feature Engineering and Hyperparameter Tuning for Machine Learning Accuracy Optimization: A Case Study on Heart Disease Prediction,"C Herdian, S Widianto, JA Ginting, YM Geasela… ",2024, Springer,2,https://link.springer.com/chapter/10.1007/978-3-031-50300-9_11
 A hybrid approach to medical decision-making: diagnosis of heart disease with machine-learning model,"T Suresh, TA Assegie, S Rajkumar, NK Kumar ",2022, academia,43,https://www.academia.edu/download/87477637/79_25334_EMr_24nov_16mar_F.pdf
 Review on heart disease prediction system using data mining techniques,"B Kaur, W Singh ",2014, academia,128,https://www.academia.edu/download/35586395/1413349570.pdf
Heart disease prediction using various machine learning algorithms,"AS Chudhey, A Sharma, M Singh ",2022, Springer,9,https://link.springer.com/chapter/10.1007/978-981-16-7118-0_28
 Prediction of heart disease based on machine learning using jellyfish optimization algorithm,"AA Ahmad, H Polat ",2023, mdpi,35,https://www.mdpi.com/2075-4418/13/14/2392
Data science and its application in heart disease prediction,"MJA Junaid, R Kumar ",2020, ieeexplore,31,https://ieeexplore.ieee.org/abstract/document/9160056/
 A method of cardiovascular disease prediction using machine learning,"AG Devi, SPR Borra, KV Sagar ",2021, academia,18,https://www.academia.edu/download/107074656/a-method-of-cardiovascular-disease-prediction-using-machine-learning-IJERTCONV9IS05050.pdf
Effective heart disease prediction using hybridmachine learning,"A Pandiaraj, SL Prakash… ",2021, ieeexplore,24,https://ieeexplore.ieee.org/abstract/document/9388635/
 Intelligent and effective heart disease prediction system using weighted associative classifiers,"J Soni, U Ansari, D Sharma, S Soni ",2011, Citeseer,188,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ee07cb968a190a6a6f89bf4888bc5ef12034a8c4
An intelligent heart disease prediction system based on swarm-artificial neural network,"S Nandy, M Adhikari, V Balasubramanian… ",2023, Springer,120,https://link.springer.com/article/10.1007/s00521-021-06124-1
Heart disease prediction algorithm based on ensemble learning,"K Yuan, L Yang, Y Huang, Z Li ",2020, ieeexplore,16,https://ieeexplore.ieee.org/abstract/document/9331184/
 Hybrid Machine Learning Approach for Accurate Heart Disease Prediction.,"M Ahmed, I Husien ",2024, inass,1,https://inass.org/wp-content/uploads/2024/03/2024083155-2.pdf
Heart failure prediction using machine learning techniques,"PK Sahoo, P Jeripothula ",2020, papers,56,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3759562
A comparative analysis of machine learning techniques and key insights for cardiovascular disease prediction,J Hossain ,2024, theseus,15,https://www.theseus.fi/handle/10024/863023
Heart disease prediction using machine learning algorithms,"IK Pious, KA Kumar, YC Soulwin… ",2022, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/9914207/
Cardiovascular disease prediction using deep learning techniques,"SN Pasha, D Ramesh, S Mohmmad… ",2020, iopscience,98,https://iopscience.iop.org/article/10.1088/1757-899X/981/2/022006/meta
Heart disease prediction using machine learning algorithms from ECG images: a short summary,"A Nandini, A Behera, TK Mishra ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10430986/
 Enhanced accuracy for heart disease prediction using artificial neural network,"RR Sarra, AM Dinar… ",2023, researchgate,36,https://www.researchgate.net/profile/Ahmed-Dinar/publication/364949647_Enhanced_accuracy_for_heart_disease_prediction_using_artificial_neural_network/links/63600bb096e83c26eb6e859a/Enhanced-accuracy-for-heart-disease-prediction-using-artificial-neural-network.pdf
Coronary artery heart disease prediction: a comparative study of computational intelligence techniques,"SI Ayon, MM Islam, MR Hossain ",2022, Taylor & Francis,280,https://www.tandfonline.com/doi/abs/10.1080/03772063.2020.1713916
An efficient heart-disease prediction system using machine learning and deep learning techniques,"LJ Ahmed, PM Bruntha, S Dhanasekar… ",2023, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10112793/
 Classification models combined with Boruta feature selection for heart disease prediction,"G Manikandan, B Pragadeesh, V Manojkumar… ",2024, Elsevier,59,https://www.sciencedirect.com/science/article/pii/S2352914823002885
Heart disease prediction model using various supervised learning algorithm,"S Upadhyay, A Dwivedi, A Verma… ",2023, ieeexplore,8,https://ieeexplore.ieee.org/abstract/document/10134595/
Applying machine learning algorithms to develop a universal cardiovascular disease prediction system,"E Maini, B Venkateswarlu, A Gupta ",2018, Springer,45,https://link.springer.com/chapter/10.1007/978-3-030-03146-6_69
Multiple disease prediction system using machine learning and streamlit,"LD Gopisetti, SKL Kummera… ",2023, ieeexplore,25,https://ieeexplore.ieee.org/abstract/document/10060903/
Prediction of heart disease UCI dataset using machine learning algorithms,"A Anderies, JARW Tchin, PH Putro… ",2022, journal,17,https://journal.binus.ac.id/index.php/EMACS/article/view/8683
Heart disease prediction using support vector machine and artificial neural network,"A Mondal, B Mondal, A Chakraborty… ",2024, ojs,10,http://ojs.bonviewpress.com/index.php/AIA/article/view/823
 An Analysis of Heart Disease Prediction using Machine Learning,"SN Sree, KBP Reddy, B Mahanthi… ",2023, pdfs,2,https://pdfs.semanticscholar.org/a052/fa2c906f2eca43cade6bcdbdb091868961ef.pdf
 Effective Heart Disease Prediction using Machine Learning and Data Mining Techniques,MZ Younas ,2021, researchgate,8,https://www.researchgate.net/profile/Muhammad-Zeeshan-Younas-2/publication/356564220_Effective_Heart_Disease_Prediction_using_Machine_Learning_and_Data_Mining_Techniques/links/61a0d7466a0f6e76c2b0acb5/Effective-Heart-Disease-Prediction-using-Machine-Learning-and-Data-Mining-Techniques.pdf
 A detailed analysis on kidney and heart disease prediction using machine learning,C Salkar ,2021, anapub,8,https://anapub.co.ke/journals/jcns/jcns_pdf/2021/jcns_volume_1-issue_1/JCNS202101003.pdf
Towards Accurate Heart Disease Prediction System: An Enhanced Machine Learning Approach,"R Sharma, SN Singh ",2022,online,6,https://www.ijpe-online.com/www.ijpe-online.com/EN/Y2022/V18/I2/136
A comprehensive investigation and comparison of machine learning techniques in the domain of heart disease,"S Pouriyeh, S Vahid, G Sannino… ",2017, ieeexplore,356,https://ieeexplore.ieee.org/abstract/document/8024530/
Coronary heart disease prediction models using machine learning and deep learning algorithms,"C Bernand, E Mirand, M Aryun ",2024, pubs,3,https://pubs.aip.org/aip/acp/article-abstract/2838/1/070009/3267087
 Heart disease prediction system using naive Bayes,"DS Medhekar, MP Bote, SD Deshmukh ",2013, Citeseer,131,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=df8793b35914a8af531979225cea161d7445fe8b
Machine learning based classification models for heart disease prediction,"N Karthikeyan, P Padmanaban… ",2021, iopscience,4,https://iopscience.iop.org/article/10.1088/1742-6596/1916/1/012092/meta
A machine learning model and application for heart disease prediction using prevalent risk factors in Nigeria,"FA Ekle, FS Bakpo, CN Udanor, AH Eneh ",2023, tnsmb,4,https://tnsmb.org/journal/index.php/ijmam/article/view/104
 A machine learning-based web application for heart disease prediction,J Gabriel ,2024, scirp,2,https://www.scirp.org/journal/paperinformation?paperid=131163
A federated learning based approach for heart disease prediction,"M Dhavamani, K Niranjan ",2022, ieeexplore,20,https://ieeexplore.ieee.org/abstract/document/9754119/
Heart disease prediction using reinforcement learning technique,"KSL Prasanna, NP Challa… ",2023, ieeexplore,13,https://ieeexplore.ieee.org/abstract/document/10118232/
An Empirical Analysis of Machine Learning Models with Performance Comparison and Insights for Heart Disease Prediction,"M Gulhane, S Kumar, P Borkar ",2023, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10390394/
Application of machine learning for heart disease prediction,"M Qureshi, N Warke ",2022, Springer,5,https://link.springer.com/chapter/10.1007/978-981-16-6332-1_25
 Heart disease prediction using machine learning techniques,"R Ponnala, KS Sowjanya ",2021, academia,5,https://www.academia.edu/download/81426797/8263.pdf
 Intelligent heart disease prediction system using CANFIS and genetic algorithm,"L Parthiban, R Subramanian ",2008, Citeseer,336,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=587432f342adab0b3cd00b392d474e8100d8df45
 Comparative analysis of machine learning algorithms for heart disease prediction,I Ufumaka ,2021, academia,7,https://www.academia.edu/download/65631081/ijsrp_p10936_1_.pdf
Classification technique for heart disease prediction in data mining,"M Chakarverti, S Yadav, R Rajan ",2019, ieeexplore,21,https://ieeexplore.ieee.org/abstract/document/8993191/
 Data and Machine Learning Fusion Architecture for Cardiovascular Disease Prediction.,"M Ahmad, M Alfayad, S Aftab, MA Khan… ",2021, researchgate,19,https://www.researchgate.net/profile/Muhammad-Khan-121/publication/353363310_Data_and_Machine_Learning_Fusion_Architecture_for_Cardiovascular_Disease_Prediction/links/60f8053f2bf3553b29003a41/Data-and-Machine-Learning-Fusion-Architecture-for-Cardiovascular-Disease-Prediction.pdf
Stacking ensemble machine learning algorithm with an application to heart disease Prediction,"R Fatima, S Kazi, A Tassaddiq, N Farhat… ",2023, ojs,3,https://ojs.wiserpub.com/index.php/CM/article/view/2390
Heart disease prediction with machine learning approaches,"NVS Keerthika Dulam, K Sai Koushik… ",2022, Springer,4,https://link.springer.com/chapter/10.1007/978-981-16-7985-8_120
Ensemble methods for heart disease prediction,"T Karadeniz, G Tokdemir, HH Maraş ",2021, Springer,47,https://link.springer.com/article/10.1007/s00354-021-00124-4
Heart Disease Prediction Using Machine Learning Algorithms,"R Mammen, A Pawar ",2023, Springer,3,https://link.springer.com/chapter/10.1007/978-981-19-6913-3_16
Hybrid approach for heart disease prediction using data mining techniques,"M Tarawneh, O Embarak ",2019, Springer,130,https://link.springer.com/chapter/10.1007/978-3-030-12839-5_41
Various preprocessing methods for neural network based heart disease prediction,"K Burse, VPS Kirar, A Burse, R Burse ",2019, Springer,31,https://link.springer.com/chapter/10.1007/978-981-13-2414-7_6
 Comparing different supervised machine learning algorithms for disease prediction,"S Uddin, A Khan, ME Hossain, MA Moni ",2019, Springer,1645,https://link.springer.com/article/10.1186/s12911-019-1004-8?error=cookies_not_supporte
 Cardiovascular disease prediction using various machine learning algorithms,MR Pradhan ,2022, research,13,https://research.skylineuniversity.ac.ae/id/eprint/584/1/Cardiovascular%20Disease%20Prediction%20using%20Various%20Machine%20Learning%20Algorithms..pdf
RETRACTED: Evaluation of machine learning techniques for heart disease prediction using multi-criteria decision making,"A Kumar, AK Singh, A Garg ",2024, journals,10,https://journals.sagepub.com/doi/abs/10.3233/JIFS-233443
Effective heart disease prediction using novel MLP-EBMDA approach,"D Deepika, N Balaji ",2022, Elsevier,79,https://www.sciencedirect.com/science/article/pii/S1746809421009150
 Disease prediction using machine learning,"MF Ferjani, MF Ferjani ",2020, researchgate,13,https://www.researchgate.net/profile/Marouane-Ferjani/publication/347381005_Disease_Prediction_Using_Machine_Learning/links/5fda5556299bf1408816daa4/Disease-Prediction-Using-Machine-Learning.pdf
 Review of heart disease prediction system using data mining and hybrid intelligent techniques,"R Chitra, V Seenivasagam ",2013, researchgate,124,https://www.researchgate.net/profile/Chitra-Jegan/publication/283641554_Review_of_heart_disease_prediction_system_using_data_mining_and_hybrid_intelligent_techniques/links/5641f7a608aec448fa62059a/Review-of-heart-disease-prediction-system-using-data-mining-and-hybrid-intelligent-techniques.pdf
 An Effective Heart Disease Prediction Using Machine Learning,"D Komalavalli, R Sangeethapriya, R Indhu… ",2021, ictactjournals,7,https://ictactjournals.in/paper/IJSC_Vol_11_Iss_3_Paper_2_2323_2327.pdf
A Data-Driven Heart Disease Prediction Model Through K-Means Clustering-Based Anomaly Detection,"RC Ripan, IH Sarker, SMM Hossain, MM Anwar… ",2021, Springer,71,https://link.springer.com/article/10.1007/s42979-021-00518-7
Data-driven heart disease prediction by ensemble feature selection and machine learning techniques,"MR Islam, MD Hoda, MA Rashid… ",2022, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10054998/
Cardiovascular disease prediction using machine learning and deep learning,"TSE Reddy, SR Sripathi, D Akula… ",2022, ieeexplore,14,https://ieeexplore.ieee.org/abstract/document/10026391/
 Early heart disease prediction using hybrid quantum classification,"H Heidari, G Hellstern ",2022, academia,14,https://www.academia.edu/download/95783652/2208.08882.pdf
"Heart disease prediction using machine learning algorithms logistic regression, support vector machine and Random Forest Classification Techniques","R Baxani, M Edinburgh ",2022, papers,8,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4151423
Distribution preserving train-test split directed ensemble classifier for heart disease prediction,"D Mohapatra, SK Bhoi, C Mallick, KK Jena… ",2022, Springer,24,https://link.springer.com/article/10.1007/s41870-022-00868-2
 Heart disease prediction using different machine learning algorithms,"PK Rajani, K Patil, B Marathe, P Mhaisane… ",2023, researchgate,4,https://www.researchgate.net/profile/Dr-Pk-4/publication/374128325_Heart_Disease_Prediction_using_Different_Machine_Learning_Algorithms/links/656d61a03fa26f66f44fc003/Heart-Disease-Prediction-using-Different-Machine-Learning-Algorithms.pdf
Cardiovascular disease prediction using machine learning approaches,"T Islam, A Vuyia, M Hasan… ",2023, ieeexplore,13,https://ieeexplore.ieee.org/abstract/document/10183490/
An efficient clinical support system for heart disease prediction using TANFIS classifier,"J Sekar, P Aruchamy… ",2022, Wiley Online Library,129,https://onlinelibrary.wiley.com/doi/abs/10.1111/coin.12487
Heart Disease Prediction Using Machine Learning: A Systematic Literature Review,"SD Prakoso, AE Permanasari… ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10277209/
"Integrated Healthcare System for Saline Monitoring, Patient Communication, and Heart Disease Prediction Using IoT and Machine Learning Algorithms","A Amune, S Chavanke, S Joshi… ",2024, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10497196/
Heart disease prediction using a stacked ensemble of supervised machine learning classifiers,"NN Itoo, VK Garg ",2022, ieeexplore,8,https://ieeexplore.ieee.org/abstract/document/9751883/
Performance evaluation of supervised machine learning algorithms in prediction of heart disease,"P Sujatha, K Mahalakshmi ",2020, ieeexplore,71,https://ieeexplore.ieee.org/abstract/document/9298354/
Heart diseases prediction using machine learning,"AL Yadav, K Soni, S Khare ",2023, ieeexplore,39,https://ieeexplore.ieee.org/abstract/document/10306469/
Improved heart disease prediction using deep neural network,"M Ashraf, MA Rizvi, H Sharma ",2019, ajcst,34,https://ajcst.co/index.php/ajcst/article/view/2141
Design and implementing heart disease prediction using naives Bayesian,"AN Repaka, SD Ravikanti… ",2019, ieeexplore,259,https://ieeexplore.ieee.org/abstract/document/8862604/
Optimization of Transformer heart disease prediction model based on particle swarm optimization algorithm,"J Yi, P Yu, T Huang, Z Xu ",2024, arxiv,16,https://arxiv.org/abs/2412.02801
Heart disease prediction using decision tree and SVM,"R Vijaya Saraswathi, K Gajavelly… ",2022, Springer,10,https://link.springer.com/chapter/10.1007/978-981-16-7389-4_7
Disease prediction using machine learning techniques,"RC Mallela, RL Bhavani… ",2021, ieeexplore,18,https://ieeexplore.ieee.org/abstract/document/9453078/
A highly accurate firefly based algorithm for heart disease prediction,"NC Long, P Meesad, H Unger ",2015, Elsevier,287,https://www.sciencedirect.com/science/article/pii/S0957417415004261
Heart disease prediction using classification (naive bayes),"A Gupta, L Kumar, R Jain, P Nagrath ",2020, Springer,41,https://link.springer.com/chapter/10.1007/978-981-15-3369-3_42
Heart disease prediction using K-nearest neighbor,"D Rahmat, AA Putra, AW Setiawan ",2021, ieeexplore,18,https://ieeexplore.ieee.org/abstract/document/9611110/
Efficient heart disease prediction system using K-nearest neighbor classification technique,"N Khateeb, M Usman ",2017, dl,118,https://dl.acm.org/doi/abs/10.1145/3175684.3175703
Heart disease prediction using machine learning,"A Julian, R Deepika, B Geetha… ",2023, taylorfrancis,2,https://www.taylorfrancis.com/chapters/edit/10.1201/9781032684994-38/heart-disease-prediction-using-machine-learning-anitha-julian-deepika-geetha-jeslin-sweety
 Enhancing heart disease prediction through ensemble learning techniques with hyperparameter optimization,"D Asif, M Bibi, MS Arif, A Mukheimer ",2023, mdpi,75,https://www.mdpi.com/1999-4893/16/6/308
 Heart disease prediction based on physiological parameters using ensemble classifier and parameter optimization,"A Muliawan, A Rizal… ",2023, pdfs,7,https://pdfs.semanticscholar.org/3d76/d43b88a6e0b01a3f3ff0ebff8a6f0fa3e5bb.pdf
A novel approach for cardiovascular disease prediction using machine learning algorithms,"SK Arunachalam, R Rekha ",2022, Wiley Online Library,12,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.7027
 Heart disease prediction using modified version of LeNet-5 model,"S Mahmoud, M Gaber, G Farouk, A Keshk ",2022, academia,13,https://www.academia.edu/download/114114571/IJISA-V14-N6-1.pdf
Heart Disease Prediction using Ensemble ML,"M Bajaj, P Rawat, C Bhatt, R Chauhan… ",2023, ieeexplore,33,https://ieeexplore.ieee.org/abstract/document/10104770/
Analytical study of heart disease prediction comparing with different algorithms,"S Bharti, SN Singh ",2015, ieeexplore,54,https://ieeexplore.ieee.org/abstract/document/7148347/
 A support vector machine based heart disease prediction,TA Assegie ,2019, academia,11,https://www.academia.edu/download/62066239/V4N3-120200211-79845-vysd88.pdf
A Multi-source Based Healthcare Method for Heart Disease Prediction by Machine Learning,S Shen ,2021, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/9706793/
 An improved ensemble learning approach for the prediction of heart disease risk,"ID Mienye, Y Sun, Z Wang ",2020, Elsevier,256,https://www.sciencedirect.com/science/article/pii/S2352914820304184
